Scam artists. Called to get Internet. Lady told me they cover my area. Find out they don't. Customer service representative took a 100 bucks knowing at&t had no coverage in my area! I'm filing fraud charges with mank! YOUR NOT GETTING AWAY WITH THIS!,0
"Be aware of their AT&T promotion. I have been  customer individually for almost 4 years and business customer for way longer. I decided to use their promotion $1000 for trade in. They offered me $1,000 promo trade in for my 13 Pro Max 512 GB for 3 year contract. Today I got message they give me only $350 for the phone in a perfect condition without any scratch (always had screen protector and case on) that I could trade in to Apple Store for $350 without any contract or sell privately for about $650. I consider that to be a real scam and I do not want to be customer any more and want my old phone back. Customer support is useless and they even don’t see yet  that my next bill would be adjusted and I would be paying way more.",0
"My daughter got a phone on payments plus unlimited phone service, 1st month phone bill was $211, 2nd month $86, now in her 3rd month it’s $113, why is this not consistent pricing? They told her the first month would be a little over a $100 well it was 211, her phone bill plus phone payment is supposed to run $86 a month total, not $113 like this month.. Very inconsistent and I would definitely not recommend.. I’m not sure if it’s a problem with all att stores or just the one in Berea Kentucky.. Not pleased, fixing to return phone and go with different carrier",0
I shipped an ATT Uverse modem from Indiana to Michigan in 2016.  It was reported never shipped. ATT has agreement with UPS not to keep record.  This has affected my credit score for years.  This is corruption.  ATT cannot verify my shipment.,0
"Sign up recently on a family plan and what a mistake. Service is terrible. Have to constantly refresh to open pages, streaming is a spotty and lags way too much. It's not just me, it's the whole family. The supposed VIP number that never has wait time, has a very long wait time. I left good service and was over charged for trash service.",0
Internet only works in my area from 11pm to 6am. I have the $75 a month max plan. Customer service hangs up on me and all of a sudden “can’t hear you.”,0
Avoid ATT. They have zero service support. You will only get frustrated with recordings that go around in circle. My account was locked out on weekend and ATT would only answer the phone on business hours Monday -Friday!,0
"worst service ever !! Im in Thailand all my friends either had a ESIM card or their Carrier  gave them either free days or signed them up for a one month international plan at a very good price .AT&T Does neither ! You can NOT get a intl plan you have to pay 12.99 a Day! You can NOT use a SIM card, AT&T  Carrier will not allow it unless your phone is paid off and even then only certain ones .. so I have to pay 190.00 for 2 week vacation. And they said today counted because I called THEM!! would not even credit me for calling them .. They just want you to give more money to them!!I’m a Realtor in Washington and since I switched , I can’t tell you how bad the service is , literally showing a house in the city and No service !! embarrassing to clients  !! switching carriers as soon as I get Back !! Horrible Company!",0
"AT&T customer service is horible. I just wanted to upgrade my internet and 3 hours later it was done. I thought the equipment came in and it wouldn't work, frustrated I cancelled the new service and stayed where  i was.Now I am trying again and I have been passed to 3 reps and 2 hours later still no where. AT&T you need to fix your issues. Im going to verizon ot T mobile, they can't SUCK this bad.Scott H",0
"I called because I’m thinking of switching companies. New plans at new places offer discounts. I have been with AT&T since we had bag phones. The rep actually said, she has t-mobile. They offer good deals",0
They are doing everything illegally. I cannot even move to other service as they made me to stay with them for 3 years. Made a very big mistake moving from Verizon to AT&T. I wish AT&T go bankrupt soon. They are losing customer confidence. Their billing is most corrupt in the nation. Please don't believe Costco AT&T sales people are any sales and move blindly to AT&T. Tmobile has a better service than AT&T in NJ. Lets all sue AT&T for the illegal business practice they are doing.,0
It was horrible guy couldn’t understand me and I couldn’t understand him I got charged double my bill cause the auto pay messed up they refuse to fix it I’ll be switching carriers AT&T is trash,0
"I have been a customer of AT&T since 2005 until this year at some point I’m ditching AT&T.  I Simpley went to inquire about the new iPhone 16 because I always trusted AT&T. I thought oh well why not trade in my iPhone 12 Pro in perfect condition and fell for their buying your phone for $800 I I realized I had made a mistake when I started seeing the estimated bill I had been taken and have now lost all of my confidence. The store that I purchased this at was very accommodating and tried to help in every way they could put their hands are tied too ultimately I returned the iPhone 16 and of course, lost my iPhone 12 and feel like I was taken, I’m going to discuss this situation fully with the rest of my family that has my other three lines besides mine and we are going to go a different direction. We have AT&T wireless AT&T everything and they’re losing us as a customers.",0
AT&T fees are excessive $45 plus $10 they offer you discounts and they never give them. Look for other options that offer better service. I would never recommend to AT&T,0
Bought a new phone as trade in 17 months ago and discovered that at&t auto pay and the line from old phone was still continuing so was charged since then. They never bothered to discontinue the line when switched to new phone and just let it happen. Place is deceitful and wouldn't even bother to refund hundreds of dollars lost from this and will never use At&t ever again. Would recommend same to not use for others who use them.,0
"unacceptable in everyway $70 a month for complete trash that doesn't work. Too bad they are the only service provider in my area otherwise I'd never use this cancer of a company again, terrible service, terrible latency, overpriced, low speeds. I mean how can you have a company that does everything wrong. I'd rate negative stars if i could",0
"We were quoted $30 a line. The first bill was over $1,000! We were on the phone for 6 hours trying to correct it. Finally it was corrected and we were sent an email, because we had to request it, of what our monthly bill should be. Seven months later we still are not billed correctly. It constantly shift from $500-$800. We then call and spend hours on the phone to get it to $450.00 were it belongs. This company should be out of business.",0
This people are real thief’s  !  They sent me an email with an offer and their representative told me to wait a few days to take up on the offer ( maybe he didn’t want to do it at that moment) and to call back on Monday to get that taken care of. I spend all day Monday calling ATT and just kept getting transfer from place to place to than be told that the offer had expired  and there was nothing they could do about it. Even tho I missed the offer because their own employee provided me with the wrong information. This company does not look out for the long time costumer all they care about is the money. This will be the last month I spend with them.,0
"AT&T's service has been disappointing for me. I've experienced frequent outages and slow internet speeds that have made it difficult to work from home. Customer support has been challenging to reach, and when I do get through, the solutions offered don't seem to resolve my issues. Overall, I expected better reliability and responsiveness based on their reputation, but my experience has not met those expectations.",0
I started using AT&T prepaid a few months ago and it is the worst service I have ever used. I have to change. Logging in to pay is so ridiculous due to the switching between code and password and due to pw requirements. They try to force you to pay without signing in. There is no way to see payment history. My own mother can't even call. Customer service is terrible. Now i have to change providers AGAIN because of the issues.,0
"You sending a home protection expert after 4 iPhones, you sent a regular Asurion tech. Bluetooth still not working.I have spent well over 15 hours trying to get this resolved. Feel free to respond.",0
NO LegsNO CarNO FamilyATT used to be a good place to do business.  I guess it's a direct reflection of this country.  For 6 weeks been begging for a way to return my old internet hardware only to be mistreated again and again.  Only trying to upsell me more service or lies.  Yet it sits with a threat of a $150 fee and sitting on my $35 credit.  On disability $35 is a weeks worth of groceries.  Nobody cares they think it's a joke to be disabled.,0
Spent an hour on the phone with a technical support rep Jospeh trying to troubleshoot my apple watch cellular plan. After not being able to resolve my issue he gave me the wrong phone number for advanced technical support. Spent a total of 4 hours on the phone with multiple different reps in an attempt to do a simple activation of an apple watch. Most masochistic experience of my life. I was respectful and patient the whole time and had a rep put me in hold purgatory.,0
