Been with 02 since 2012.Signal was great same with 5g roll out  very rarely have zero signal. Data tracking is very easy on the o2 app. Overall as a company not bad unless you need to speak to customer service. Long time loyalty not rewarded. A friend who's been with 3 5 years gets deals for loyalty a friend on Vodafone gets great loyalty deals for renewing too.  O2 have pushed prices up and up and with annual contract price rises over their new 4 year contracts the showed for black Friday deals was far more than the 36 month currently Overall factoring total price of phone etc. It's almost like o2 currently are actively trying to get customers to leave. Prices are more than other providers and longer. 12 months to go then will be free of 02. The customer service team in the last 18 months have been appalling at best. Contacted them to pay off a contract when was made redundant and got told I don't owe anything again affirmed why and what I wanted to do to be told same again. Was unsuccessful. Sure that's borderline illegal to refuse to allow someone to pay off a contract in full when they have been made redundant and want to pay full balance.,1
"The O2 hosted Ginuwine and Tyrese yesterday, and they were absolutely incredible. They truly owned the stage with their energy and fresh presence. Their performances were polished, and their voices sounded just as amazing as they did in the ’90s—professional, nostalgic, and unforgettable.SWV also delivered a great set, and their talent shone through. That said, a small note to the O2: £15 for chicken and chips was a bit steep for the portion size!Tyrese is still as handsome as ever, and Ginuwine remains the epitome of charm and sexiness. Thank you for such an amazing performance. Honestly, they should’ve headlined the show—it was packed, and the crowd clearly loved them.However, it’s clear that so many people came to see Jodeci. If Ginuwine and Tyrese had performed alongside Jodeci, it would’ve been an unforgettable comeback event. Jodeci, please bring your talent back to England—we’re all waiting for you! KC and JoJo, we’re ready to celebrate, drinks in hand, before the show. Make it happen!",1
"Overall good service getting my new phone, network etc. Though the netwrok and connection is much better than Three so I'm not mad.I did nearly get scammed and hacked with a couple of weeks of moving to them, so very scary.And the case that I bought with it (iPhone 16 Pro Iceland Ultra D3O MagSafe Kick Phone Case) which has a ring/stand that just fell off in my hands after having it for about a month and a bit scared me. When I tried to complain about it I was told it wasn't covered and there wan't anything they could do. Don't buy that phone case and good luck!",1
"I recently had an issue with a new phone I had ordered. I don’t believe it was o2 responsible delivery issues, more so DPD. That being said the customer care wasn’t the best. It was hard to communicate the issue and I had to rehash it every time I called.That was until I spoke to an advisor call Kamarl. He was fantastic I would give him  5*, he spoke sense, followed up and was incredibly helpful. Unfortunately not all the call handlers were as helpful as him.",1
You need to sort out your inflation.I'm having to leave and rejoin just so I can get a better deal.Other networks fix their rate no increases.After 3 years you eventually end up paying 20% more than market rates for being a loyal customer.,1
I was wished a wishmas magic by text. Are you a bunch of witches druids and warlocks now 02?  Sort it out it's Christ's mass Jesus Christ.  Happy Christmas on the birth of Jesus our saviour. 🙏🏼,1
Plz again try to improve internet it bad try to maybe use vodafone network but tbh I love virgin,1
Instead of giving away free data to people why not reduce our contributions when all said and done your not giving anything your paying customers are.,1
"Advisors at 02 are very helpful, its only their tools with servicing calls and taking payments which let them down here.With text message, a receipt to confirm or summarize  the event which has happened through service may aid the customer with better experience.Also IVR needs to give customer time to select an option. Its a constant shambles for company that has good care with their customers.In waiting room, advise, caller what their position is and to offer a call-back.Also use emails to summarize call handling.GDPR Regulations followed with everyone.",1
"Ordering online is a nightmare from start to finish doing a Switch Up online.  Set the contact number on my order to the wrong number, and set the order up wrong with DPD, no one can help me get the PIN I need for delivery.  Not sure what I'm meant to do as I only get 14 days to return my old phone. No one will help on live chat or Phone keep blaming DPD when it is a known problem documented regularly on the 02 forum.However buying different item from in store the experience was totally different they couldn’t have been anymore helpful and kind.Don’t buy online go to a shop.",1
New customer here.So I ordered online the phone and airtime I wanted.Samsung s24 meh it'll do.Told delivery in 5 days. 5 days later still without a phone and no update.I ended up having a 1 hour phone call to see if I can get a different phone nope.I cancelled my entire order instead. No email stating out of stock. Could of saved me a lot of time.Operators tried to charge me £20 despite having £7 a month airtime on the previous order.Nope not happy.Giving 3 stars as the last person I spoke too was really nice.,1
I usually don't have any problems but I was a little concerned when I realised I couldn't activate my call waiting. I called O2 and they said prepaid customers don't get call waiting. Since when?! I'm pretty disappointed about this as call waiting shouldn't be an upgraded service and available to all. I will be looking to a new provider. There are some good deal out there at the moment,1
"over 2 weeks for customer service to get back to me .want an upgrade to a new phone , and want to stay with 02 , but 02 want £54 pound , another company can give me the phone i want with an 02 contract for £43 plus a £150 cash back .02 will not match , they are the same company .So thank you o2 for wanting to overcharge existing customers .i do have to say Laura at 02 customer service , wow great service , thank you , so now 3 stars instead of one , but if they helped in the first place we wouldnt of had to write a review",1
"I am, as I start to write, hanging on to the 02 customer service, having spent hours going around in circles through the menus on their website trying to cancel a Disney+ add-on that I've never been able to access and am now being charged for.However, eventually Rohit restored my faith by sorting the cancellation and giving me a better phone deal.I give 1 star to the frustrating website but 5 stars to Rohit.",1
"I was switched from Virgin Media to 02 some years ago on a monthly plan paid by Direct Debit. My experience has been fine but, today, out of the blue, I took a call from 02. The man apparently wanted to know if I had any complaints. My only complaint was that I did not want such uninvited calls at inconvenient moments. I did not understand why he was calling so I looked at Trustpilot. I am shocked at all the recent complaints. I have had no reason to call 02 but these complaints do make me concerned about the company and the difficulty sorting out an issue were it to arise.",1
"Calling 202 for assistance is pretty awful. Long waiting times that normally result in you just being cut off and having to start again. At one point I had been on the phone to an agent for 10 mins and was actually making progress, just to be hung up on unexpectedly with no call back. I later learned that Carlo the agent had not actioned anything we were discussing.The online chat service is considerably better, wait times are not as long as calling and the agents seem more willing and able to help. Thanks Rupali!",1
"The wait to be answered was over 16 minutes and the whole time I was waiting I was assaulted with hideous music, that actually hurt! Their were very high pitched notes that drilled into my brain, alongside loud static, which caused me to wince.Before the horrendous noise I had to explain myself multiple times to the automated system which kept interrupting me.Once I got through, the operator was helpful and able to help me with half of my problem. The other half will have to wait for my call back tomorrow by a different team. At least there won't be any so called music!",1
"It's been ok.When I was transferred to O2 from my previous mobile phone provider both the O2 website and app were down, this was really annoying.The high number of messages and emails about my billing is annoying, also the app keeps asking me for an additional pin whenever I open it.On the plus side, the network has proved fairly reliable and fast, and the price is good.",1
"My contract with O2 has just come to an end. They have been my provider for many years, even decades. My monthly payment has just increased approximately £2.00 to about £13.00 a month for 4GB of data so I will be moving provider very soon. If I renew my contract with O2 it is a minimum of 24 months for the same deal except you get an extra 2GB a month for approximately £11.00 per month. So an understanding why customers change providers.",1
"Thanks to the O2 customer service team and special thanks to Mr. Shadley who has resolved my device Samsung A 52 S . It was suddenly an unknown cause of a dark screen problem, and he gave the solution with an alternative backup, I had an old iPhone 6 plus. He has connected the O2 services to it. I have been trying to contact last two days, approximately 7 hours of trying, I became very upset with the O2 customer service team, however Once Mr Shadley gave person-centered care cordially and resolved the issues, I appreciated his help. My name is Mohammad Shahjahan My O2 contact is 07941366457. I was really impressed by his help.",1
"I can't say I am completely unhappy about this company, as going to Europe without having to worry about data is a good plus. Network coverage isn't bad too. However:1-Once you sign a 12 or 18 contract with them, be prepared to pay more for what they offer to new customers if you compare the rates2-They constantly increase the rates, more than other companies3-Customer service average chat: after the bot shuts your chat in your face several times ""because we are very busy"", if you manage to talk to someone be prepared for 20 minutes of security questions, agents handling maybe 20 cases at the same time, ignoring the request,  and giving you random answers - totally useless",1
"i responded to their ""amazing unrepeatable once in a lifetime"" offer. It includes a tradin, and u get £100 off on deal, but when you ACTUALLY push the buttons it's £14.40 on the telly, I did it twice before giving up and chatting to the helpful lady in South Ifrica who alleged that it's £100 from 02 added to my account, and £14 from the recycling shower. But they can't actually show that anywhere on their webshite. Nowhere do you get a screen showing the Whole Deal, BEFORE you actually place the order.But all software is same - written by spotty kids in dark rooms, never tested on real people in the real world.",1
To cut this saga short my number was 'transferred' from my previous mobile airtime supplier.only not all of the relevant files were transferred to O2.After my number was 'transferred' I found that I could only ring out to anyone but initially no one could call me.Eventually we established that only a person using an O2 sim could call me but  no one else.No one at O2 was able to help resolve the problem.I have updated this review as I received a call from O2 explaining what had happened.My old number is now working with my new telephone company.,1
"I have been with O2 for over 15 years. Never had a major issue.However, this network unfortunately took a very sentimental thing from me. In Dec 2021 my Grandad died and had left me a voicemail a few days prior. I know I did not delete this. Even though the message was SAVED, I have never been able to retrieve it - it was deleted. They have since changed their VM service to need a confirmation to cancel VMs. I had also noticed various other of my personal VMs deleted around the same time. I know this is subjective to me, but that VM is something I will never be able to get back. I hope this doesn't happen to anyone else.",1
"I have been an O2 customer (through affiliates such as Carphone Warehouse or direct) since June 2004. There were two good things about this network provider, for my personal experiences: Customer Service and Signal Quality. Even though the CS hasn’t waned for me yet, the Signal Quality has been shocking compared to their recent speeds. In 2014, I first got 4G in my area @ 68Mbps. Now it’s 2023 and I’m averaging around 4Mbps if I’m lucky. Naturally, the jargon spewed will be about number of users in the area but that’s nonsense as the city centre has speeds of around 160Mbps for 4G. In a pandemic and post-pandemic era, this is absolutely below par for modern mobile network expectations and delivery. Please sort it out.",1
"Been with O2 for over 15 years, had good and bad, only grip is signal coverage, it’s rubbish drop out quite often and Data going from a rare 5G to 4G that just about works",1
I've been with o2 for many years and never had a single problem.On the other hand I've ordered a phone this morning for same day click and collect and still haven't got a single email that the collection is available.Might seem like a small gripe but you shouldn't have that on the website if the same day collection is not processed by the end of the day.If I didn't mind waiting I would've ordered the next day delivery.,1
"Tried to call O2 to expedite PAC code processing for number transfer to new O2 SIM to unlock Virgin Media + 02 Volt benefits. First few attempts to call 202 just failed or disconnected following a number of rings. Eventually got into a queue with a warning of 45 minute wait. Spent a long time listening to super low bitrate hold music.When I eventually spoke to someone, they confirmed the schedule for number migration + were able to associate my Virgin Media account with my O2 account to secure Volt benefits (double minutes + US roaming).",1
"OK, but not great. Query about changing pin code for sim card resulted in ‘please go to o2 shop’. Quite difficult (language problems) to have a meaningful conversation with o2 agent.",1
Service is normally decent but the overall performance of the network has declined so badly over the years. They do allow 25GB of roaming in EU so that helps. Prices aren’t as competitive as they used to be.,1
I joined o2 in June 2022 on a 12 month contract. In April 2023 the price of my contracted increased 17.25% from £8 to £9.38. A whopping £16.56 per annum.I called customer retentions on Fri 9th Jun and had to wait in a queue for about 14 mins.The analyst took my details but didn't sound enthusiastic about his job. The analyst placed me on hold for to look for a deal. After 12 minutes they hung up.I called back with similar wait times. The analyst initially only offered uncompetitive rates at a higher cost. I said I wanted the rate given to new customers. On directing him to the moneysavingexpert website he agreed to match the 30GB SIM for £8.Now upgraded my review from 1 to 3 stars.,1
After a stressful change with 02 from EEOver 10 calls to customer service and a visit to Wilmslow store Kersty Jones managed to sort out my husbands phone.  In my opinion this girl needs a pay rise or get her to train all your staff.  Thank you Kersty for helping us ♥️,1
I am waiting on them to fix something. Not too bad in general where I live but they are telling me a mast broken meaning I do not receive/ cannot make calls is not their problem. This may well become a 1 star review if they do not pull their socks up,1
"Wish I had read the reviews before starting a contract. Was very happy with GiffGaff for 10 years but they don’t offer Apple Watch mobile service so I switched. A disaster from the start, they set me up with two separate numbers for some reason and two months later still am unable to activate my watch after more than a dozen calls. The customer support is disheartening — they know next to nothing about the issue, tried to get me off the phone by saying they will call back and if they do, they hang up right away. Worst company I have ever encountered.EDIT: After several more attempts I was eventually contacted by Robert who gave a solution — I needed to update my phone number in iPhone settings (it won’t happen automatically with a SIM only plan) and do a SIM swap to try again. It worked. He also offered to follow up. The issue is a lack of knowledge across call centres but I eventually did get the help I needed and am updating my score to reflect that.",1
"Mixed experience where one customer advisor was either inexperienced or trying to dishonourable keep me in contract despite explaining as on refresh wanted to cancel the monthly rolling contract for one of my numbers with phoned returned in period. He said I can.choose to believe him or not but I knew he was wrong so ended call and rang back to get a really helpful adviser who came across as helpful, knowledgeable and listening to what I was wanting. I put it down to questionable training and development if two advisors could be poles apart. Just wish at end of call it asked you to rate your experience on keypad as one would get 0 out of 5 and the next 5 out of 5.",1
