"Visited the Oxford Didcot branch. Had poor experience over the phone downgrading me misold me & was about to leave 02. Was greeted by Nathan in store. Extremley empathetic, efficient, honest, understanding and went above & beyond for me. His service is why o2 retained my loyalty. He logged my complaint & did all in his power to provide excellence in service. His manager jamie also supported with my overall experience. Thank you very much didcot. Highly recommend.",2
"It seems that all the 1 star reviews are because of bad customer support, but I didn't have any issues so I didn't run into them. I previously used giff gaff and my family used Plusnet mobile. When Plusnet mobile was shut down, we all decided it was time to switch to a different provider. I chose O2 and got my family to switch and so far my experience has been great! The service is really good and free roaming is amazing. I really like O2 and everyone in my family has had a great experience.",2
"I must say that not every time I needed a help from o2 i got my issue solved. However, this time, Huzesa, answered my call and he explained why my first bill is bigger than what my contract states (first bills are calculated pro-rata) … he was helpful and sorted my query.",2
"I visited the 02 Elgin store recently as my phone contract was due for an upgrade.I was welcomed into the shop and guided to an adviser that could help me. Sorry but I can't remember his name but he was very helpful explaining everything, answering my questions and most of all listening to what I wanted for my next contract. No hard sell but he did advise me of all offers available to me that day.All  upgrade was completed in about 20 minutes and I left the shop happy. Thank you guys at the 02 Elgin shop🙂",2
I popped into O2 Ashford High Street in Kent to upgrade my old phone. I was looked after by Laura who guided me through various options helping me to understand the Pros and Cons. She was honest and straight forward suggesting things I could avoid which would have cost more and I was unlikely to use. On my return the following day she set the phone up transferring the data from the old phone. She checked with me to ensure everything was there. Laura has suggested I come back with the old phone to get £100 once I am happy all the data has successfully gone over.This service was excellent and Laura is the perfect ambassador for O2.,2
"I was on unlimited with o2 I got advised to on to the 250gb as I'm nowhere near even the 250gb I was advised to be put on based on my unlimited usage.I have the best value for money phone deal/data deal combined with excellent Internet signals no matter where i go working in the entire Manchester area.The people I speak to  at 02 are excellent call handlers and sales teams,it reflects on the 02 infrastructure.Mike",2
I had a call with Saket from O2 to help with my account on MyO2. He was very helpful and polite throughout and was respectful of my caution towards sharing details which I had due to past experience of several fraud calls. Very patiently went through the entire process with me and helped me resolve the issue. Thank you so much to Saket.,2
"Customer service worse than non existant, make it close to impossible to contact anyone and when you do they do their very best to cunfuse.  Trying to leave 02 is very difficult, friction being used to the n'th degree.I guess from a O2 profit perspective providing a good service comes second to getting you stuck on  contract that increases massively in price each year and O2 making it as difficult to get out of the contract.",2
"Customer service agent Rohit is the best. Extremely helpful with helping me transfer my old number to new SIM card. Introduce me with loyalty plan 20% off monthly plan fee for my daughter, not pushing me to join but accommodating my new late starting date. Professional and polite.",2
"Popped into the Stafford store this morning to upgrade my iPhone at the end of my existing contract. I’d done my research so I knew exactly what I wanted and the salesman could not have been more helpful. Guided me through transferring all my stuff which took just over an hour on my office internet. Cheers guys and thank you so much, here’s to another 3 trouble free years!",2
"I have contacted O2 couple of times in last month and I must say I was positively surprised about the customer service I have received. I think sometimes the customer service people have been way too polite, which was a bit annoying, but they sorted my issue.Joseph answered my last call and he switched my phone number during the call. He understood I had a few more concerns and he needed a bit of further advice, so he transferred me to Shayda, who set my spend cap and send me an email with a link to get my free subscription.All phone call did not last more than 30 minutes, so hopefully next experience will be again positive oneShame the signal is really bad in rural areas around Cambridge :(",2
I was having problems this morning with my Bank not able to send otp to my mobile. I then realised that my mobile was indicating no service available. After trying to solve the problem on line I got through to an O2 Asion call centre. The agent spent considerable time and patience solving the problem. His efforts were most appreciated.,2
"Had no issue with O2 since 2022. Recent added charges prompted review. Had a spending cap that apparently does not work abroad (did in past) O2 stuffed me with £66 bill but I guess could be worse as I read some dreadful stories.Update, o2 has rectified issue",2
"If this helps to contact. Phoned 202 and chose to cancel, another list and chose other business. Put through to upgrades and complained about bill charges, obviously wrong department and put through to accounts answered almost immediately. Gentleman from Mumbai was excellent, reimbursed the over charges and gave good advice. Round about way of getting there but worked for me, 5 stars for Dominique in Mumbai only not o2.",2
"I was talking to O2 staff member from South Africa amazing person very polite knows what he’s doing really should be training other people how to be talking to customers he knows exactly what he’s saying and he knows exactly what he’s doing. Appreciate all the work and effort that he did for me, his name is Nhlakanipho mtshal thank you very much and thank you for everything. Keep up the good work and to this managers let me tell you that he a great worker and you know how to talk to customers.",2
O2 Kingston Bentalls CentreIf you’ve tech things to solveI highly recommend the kind professional helpOf AJ (Alexander) Assistant Manager at O2He embraced connectivity issue keenly& took time to stay with the situation untilhe found a way to resolve thingsSimply wouldn’t let go until he found the solutionThanks AJ,2
"Great efficient, warm and friendly service from Daphne at 02 branch just now. Resolved issue super quickly. Was outside as shutters opened and she offered nice welcoming friendly service with smile to myself and another gentleman. Exactly what you want from customer service.",2
Great service from Alex at Wakefield 02 store always helpful and sorted things out for usWhen something didn’t go right he did t fob me off he dealt with it himself and made sure all completed would thoroughly recommend him lovely guy thanks Alex,2
Recently stopped to O2 as my contract with 3 had come to an end and they were charging outrageous roaming charges for when I am in Europe. Now for under £10 a month I have free roaming in Europe and a smooth transfer of my mobile number.I buy my own phones and have sim only deals which is the way to go!,2
"My initial contact with O2 was terrible as i was speaking to handlers from abroad who didn’t understand what I was saying and we’re trying to hard sell me products. However, My call was eventually handled by a gentleman called Shervan - he was from Manchester. He was fantastic at understanding my issues and resolved them with his obvious knowledge on O2 products and services, patience, and care. He talked me through my options and provided excellent advice and didn’t push me to buy anything - but made me feel comfortable and confident to purchase an upgrade. I thank him.",2
Called to O2 shop in Abbeycentre Newtownabbey today for a quick query on using my phone abroad. Craig could not have been more helpful he even fixed a glitch on my phone while he was at it!Just as Customer Service should be.,2
"Reymar John, you’ve been fantastic! Your service was outstanding, you listened to every single query and delivery exceptional customer service and handled all discrepancies and queries with ease! 10/10 service thank you!",2
Lacking in knowledge of what my next moves were when my contract was ending I didn't want to rush anything so I wanted to just do a sim only contract. After speaking with Nick and him going through a few different options as well as filling in the gaps in my knowledge he showed me a great deal and even wiped the remainder of my device plan. An absolute pleasure to speak to and if I could have given Nick a 6 star rating I would have,2
"A massive shout out to the staff of the O2 store in Workington today . Their patience has to be applauded for the complex cases I witnessed today including mine while working understaffed . All worked effectively as a team but my big shout out goes to Jan - you are an asset to the store, keep up the good work guys",2
After a very difficult morning being passed around three different people and departments that lasted over an hour I finally spoke to Teagan who solved all of my problems in just a few minutes. Please recognise Teagan for being a star and taking ownership of the problem. The rest of the experience before that was abysmal. I also spoke to a lady called Tolu a few weeks ago. She was also brilliant. Put these two in charge of training the rest of the team please.,2
"I've been heavily critical of O2 in the past, but it seems things are improving. I just rang O2 to sort a relatively technical issue, and was fearing the worst with wait times and level of assistance.7 minutes from dialling to hanging up, query sorted quickly and efficiently. The call was answered within seconds of me completing the menu, and they fixed my account in minutes.I'm usually quick to criticise and slow to praise, so it's only fair to give good reviews when they're deserved!",2
"Alisha was super helpful in paying off my device plan, getting a new sim only tariff that suited my needs and at a cost that I could meet, as well as updating my account details and providing guidance on possible discounts. Absolutely fantastic!",2
"Recent good experience with O2. We got PAYG Sims and topped up with vouchers to activate Big Bundle packages, which have worked exactly as promised, including in the Europe Zone.My husband hit a glitch and was asked to top up another £15 to make a call that should have been covered by the Big Bundle, but we were able to get prompt and helpful customer service from O2 to sort this out.Pleasing to deal with a telco that lives up to its promises!",2
I contacted the webchat to try and sort a cheaper data roaming plan. Yashwi was phenomenal and is a shining example of how to give fantastic and flawless customer service. Yashwi went out of their way to ensure they did everything possible to reach a positive result. Not only have so many of my worries regarding finances been resolved but this interaction and experience has stopped me from ending my custom with O2. Please ensure Yashwi receives the praise they deserve. They are a truly wonderful person!!,2
"Upgraded on the 25th March Uxbridge branch. Lovely young man talked me through the process was professional friendly polite and so knowledgeable. Made the experience simple and timely. Name began with M.27th went back in to make use of the samsung ipad offer and assistance as could not download Whatsap on my new upgrade. A young man YAHYA  very helpful polite , patient , professional and did it all for me. Great customer service just how it should be and credit due.Was advised also if any concerns with the ipad to come back in.Overall a very positive experience at 02 Uxbridge.",2
I've been a customer with O2 for many years and have never had any issues. Recently took out a additional product and struggled to activate the free extra Prime. After 3 attempts (phone calls/mesenger) I managed to get to speak to Ryan who to my relief was from the UK and could understand me 😀 Ryan had the issue sorted in minutes. I was really worried after reading all the bad reviews. Panic over. Happy customer.,2
"Great experience in Scunthorpe branch. Staff were very polite and helpful. In particular a lady called Lisa was amazing, going to great effort to get me the best deal and even compared across phone models. Walked away with a brand new phone with unlimited everything and smart watch for the price better than my previous contract of half the size storage 4gb of data and 2 phone generations before. To top it all off my upfront cost of the phone was waved, £100 knocked off the top and thanks to the current promotion I got some headphones for free. Don't have a single negative thing to say about my experience everything was well explained and I would definitely recommend.",2
"Spoke to Alan from the payment team this morning as I'd falling behind on my bill payments. He was honestly the most helpful person Iv spoken to in customer service for a long time explained what my options were and helped me set up a plan to clear my bill. Was a genuinely nice person, understanding and not patronising at all which I think you need when trying to sort out debt.",2
"I recently got the latest and greatest iPhone via o2, and the process of renewing my contract, and getting a great deal including a free Disney + package, made everything just that little bit sweeter. The agent I dealt with was very professional and polite, even when the line dropped (my fault) he made sure to drop me an email to conclude what we were discussing. Would highly recommend o2.",2
"Went into Cheltenham’s store yesterday as my brother in law, who has a degree of learning difficulties, SIM card was blocked. I have got to give a huge shout out to OLIVER who helped us get through the red tape and resolved the problem. Oliver, thank you so much for your time and patience!",2
The team at the Kings Road London branch are absolutely the best! I’ve been going there for years and the service is consistently great.,2
"I came into the Tunbridge wells shop and was helped by joseph who was incredibly knowledgeable and swapped my eSIM over to a physical one, set up my phone to actually receive data.After spending 2 days with Vodafone trying to fix the issue and only to have it resolved in under 15 minutes by joseph was a real win!",2
"I had a wonderful experience of o2. I signed up for 4 SIM cards (family). We ended up going for another deal just at the end the cooling off period (due to no fault of o2). I thought it would be difficult to leave. It was super easy. Agent Laeeqah was especially helpful. 10/10 to her. service for the period we had the sims was excellent. Great coverage, great connection, and the best international minutes I could find. Will definitely go back in the future.",2
"It took 4 staff, 5 automated systems and a 46 minute phone call to cancel a phone contract of £12 per month, absolutely ridiculous. It would also be useful if the phone line staff spoke fluent English as it's very difficult to understand what they are saying and vice versa. NEVER again will I be an 02 customer!",2
"I would just like to write this review, I spoke to William from 02 and it was a pleasure to speak with him today, he was very thorough, and very helpful with everything we discussed and he helped me out so much, I really appreciate everything he done for me and how lovely he was on the phone. He was an absolute gentleman, they definitely aren't made like that anymore 😀",2
My names Gurmac Singh. I spoke with Ash today and he walked me through ordering my phone as I was having issues and even arranged a call back to see if nothing has gone wrong which I’m awaiting. He had so much patience and knowledge and the customer service was unmatched!,2
"Darron of the 02 The Swan Centre EASTLEIGHHighly recommended Darron ensured we were totally satisfied, well informed and left more than happy to return.Excellent service and put the 02 in Winchester to shame.Go to Eastleigh for all your needs worth the travel you won't regret it! Thankyou Darron 02",2
Writing this on behalf of my brother Michael because he doesn't have an account with trust pilot but he wanted to say Shane from the Customer Service team who spoke to him  around 5:30pm today was very helpful helped him get his PAC code. He mentioned he usually dreads calling phone companies but Shane made it very easy.,2
"Sorry I was angry. I had trouble to login, but after getting through to customer support everything seems to be working fine. Thank You.",2
"I have been to lakeside Thurrock o2 shop for upgrade, been served very quick and nicely done by a worker called Tyler , he does exactly what I asked him , faster and perfection, , I highly recommendThank you",2
"Found myself in a most complex situation regarding a contract I had cancelled during the ‘cooling off’ period.Called into the Derby store and was fortunate to have the attention of the team leader, Jade.This pleasant lady was knowledgeable and helpful and patiently resolved a long standing problem.Credit where credit is due.",2
There's a reason why I stay with 02. Aside from the brilliant tariffs for being a loyal customer it's also the brilliant customer service provided in store.Wanting to upgrade a new phone Rob and Paul at the Stockport store were helpfulness personified. Not only did they text me at my time to be served (so I could go away and have a coffee) Rob also transferred all my data while I did a bit of shopping for an hour.Wouldn't go near another store for a new phone or a provider for a great tariff.,2
"I called on behalf of my Mum, she was with me when I made the call (GDPR ) and 02 was brillant, they offered a great deal so that Mum doesn't have to worry about monies and big expense.",2
"I went into the Watford store and Bill was amazing. He was knowledgeable easy to talk to, pointed out benefits that were tailored to me. Helped me upgrade to a new phone, recycle an old phone, spoke to me about virgin media and overall made me feel very informed and also like I had got a great deal. This guy was brilliant",2
"Where ever I go O2, Where ever I breath O2, Where ever I get in  love O2, where ever I eat O2, Forever O2. past 23 years of Experience of UK and International  Mobile Network and Broadband O2 made me Sing a Song For them its Best For me Just be Kind to them they will return your Kindness back with quality honest and reliable service and they wont leave you your heart without pulse Thank you Again",2
"I am SIM only and generally it is a good experience. I don't appear to have the speeds I had with EE, but I am paying a lot less.However, and I am blaming the pixel 8 for this, it attempted to sign in to my pin code  at least 3 times in my pocket!!Anyway, so then I read you need a puk code and you get it through myO2. So I sign in and then it says you need to get the code from a SMS message.If the SIM is locked, it's a little difficult 🤬Maybe a different process should be advertised?Update: customer service were very helpful and polite and I got the puk code pretty fast.My lesson is, always backup your puk code.",2
